Chr,C2U start,C2U end,U/C,Strand
chr4,145766934,145766935,0.166667,+
chr4,145766955,145766956,0.114286,+
chr4,145916510,145916511,0.181818,-
chr4,145916523,145916524,0.145161,-
chr4,146026810,146026811,0.15,+
chr4,146030348,146030349,0.115385,+
chr4,146033417,146033418,0.214286,+
chr4,146044267,146044268,0.1,+
chr4,146046194,146046195,0.170732,+
chr4,146048847,146048848,0.10989,+
chr4,146049677,146049678,0.121495,+
chr4,146049832,146049833,0.29661,+
chr4,146049839,146049840,0.168224,+
chr4,146049873,146049874,0.179688,+
chr4,146055147,146055148,0.140625,-
chr4,146055427,146055428,0.131148,-
chr4,146055491,146055492,0.141304,-
chr4,146055775,146055776,0.12766,-
chr4,146056073,146056074,0.1,-
chr4,146056321,146056322,0.121212,-
chr4,146056814,146056815,0.125,-
chr4,146057706,146057707,0.1875,-
chr4,146058510,146058511,0.121212,-
chr4,146479693,146479694,0.170213,+
chr4,147175666,147175667,0.133333,-
chr4,147176254,147176255,0.111111,-
chr4,147177115,147177116,0.133333,-
chr4,148427345,148427346,0.119048,+
chr4,148552579,148552580,0.111111,+
chr4,148555689,148555690,0.125,+
chr4,148555811,148555812,0.2,+
chr4,148555855,148555856,0.115385,+
chr4,151185882,151185883,0.2,-
chr4,152025753,152025754,0.225806,+
chr4,152042323,152042324,0.121212,-
chr4,152042483,152042484,0.142857,-
chr4,152096293,152096294,0.1,-
chr4,152096440,152096441,0.1,-
chr4,152096493,152096494,0.1,-
chr4,152096500,152096501,0.125,-
chr4,152592030,152592031,0.181818,-
chr4,152638122,152638123,0.115385,-
chr4,153242524,153242525,0.166667,-
chr4,153242765,153242766,0.184211,-
chr4,153243267,153243268,0.166667,-
chr4,153243570,153243571,0.108696,-
chr4,153243595,153243596,0.102041,-
chr4,153243824,153243825,0.125,-
chr4,153243880,153243881,0.118644,-
chr4,153247212,153247213,0.132075,-
chr4,153250859,153250860,0.130435,-
chr4,153831518,153831519,0.181818,+
chr4,153832235,153832236,0.128205,+
chr4,153832773,153832774,0.178571,+
chr4,153832797,153832798,0.104167,+
chr4,153832978,153832979,0.1875,+
chr4,154216877,154216878,0.166667,+
chr4,154335996,154335997,0.18,+
chr4,154336073,154336074,0.134328,+
chr4,154507423,154507424,0.1,+
chr4,154510103,154510104,0.1,+
chr4,155456284,155456285,0.142857,-
chr4,155456481,155456482,0.114286,-
chr4,155456553,155456554,0.114286,-
chr4,155457058,155457059,0.113208,-
chr4,155457268,155457269,0.111111,-
chr4,155460307,155460308,0.101562,-
chr4,156264063,156264064,0.1,-
chr4,156265169,156265170,0.21875,-
chr4,156266420,156266421,0.1,-
chr4,156267105,156267106,0.151515,-
chr4,156267231,156267232,0.133333,-
chr4,156268864,156268865,0.111111,-
chr4,156268869,156268870,0.111111,-
chr4,156273809,156273810,0.205882,-
chr4,156274124,156274125,0.1,-
chr4,156728523,156728524,0.108108,+
chr4,159587909,159587910,0.113636,-
chr4,159588203,159588204,0.102564,-
chr4,159588941,159588942,0.106383,-
chr4,159589759,159589760,0.235294,-
chr4,159590478,159590479,0.166667,-
chr4,159624660,159624661,0.1,+
chr4,159624737,159624738,0.129032,+
chr4,159627438,159627439,0.16,+
chr4,159627902,159627903,0.122807,+
chr4,159629666,159629667,0.216216,+
chr4,159629774,159629775,0.133333,+
chr4,159629785,159629786,0.1,+
chr4,160280823,160280824,0.117647,+
chr4,160281091,160281092,0.121951,+
chr4,164045966,164045967,0.15,-
chr4,164045976,164045977,0.125,-
chr4,164046045,164046046,0.109091,-
chr4,164046092,164046093,0.22449,-
chr4,164046363,164046364,0.105263,-
chr4,164046383,164046384,0.159091,-
chr4,164046593,164046594,0.128205,-
chr4,164047254,164047255,0.106383,-
chr4,164047516,164047517,0.121951,-
chr4,164047842,164047843,0.105263,-
chr4,164050054,164050055,0.113636,-
chr4,164435299,164435300,0.111111,+
chr4,165864999,165865000,0.134328,+
chr4,165865159,165865160,0.121212,+
chr4,165998402,165998403,0.195122,-
chr4,165999670,165999671,0.121951,-
chr4,165999780,165999781,0.1,-
chr4,166000268,166000269,0.14,-
chr4,166000575,166000576,0.175,-
chr4,166000750,166000751,0.195122,-
chr4,166000754,166000755,0.27381,-
chr4,166021893,166021894,0.129032,-
chr4,166226818,166226819,0.1,+
chr4,166232681,166232682,0.129032,+
chr4,166239079,166239080,0.117647,+
chr4,166239103,166239104,0.104167,+
chr4,166243286,166243287,0.1,+
chr4,166244045,166244046,0.133333,+
chr4,166244047,166244048,0.1,+
chr4,166259873,166259874,0.101449,+
chr4,166263572,166263573,0.129412,+
chr4,166326585,166326586,0.12987,-
chr4,166326922,166326923,0.1,-
chr4,166418855,166418856,0.129032,+
chr4,166419023,166419024,0.1,+
chr4,166419167,166419168,0.105263,+
chr4,166469293,166469294,0.102041,-
chr4,166469611,166469612,0.258065,-
chr4,169847634,169847635,0.119048,+
chr4,169847678,169847679,0.125,+
chr4,169847767,169847768,0.171429,+
chr4,169847840,169847841,0.2,+
chr4,169847972,169847973,0.134615,+
chr4,169848023,169848024,0.142857,+
chr4,169848198,169848199,0.104167,+
chr4,169848720,169848721,0.1,+
chr4,169848923,169848924,0.106383,+
chr4,169849099,169849100,0.159091,+
chr4,169849181,169849182,0.106383,+
chr4,169911224,169911225,0.129032,-
chr4,170557210,170557211,0.106383,+
chr4,170618469,170618470,0.16,+
chr4,170618634,170618635,0.12,+
chr4,170618740,170618741,0.1,+
chr4,170634347,170634348,0.141176,+
chr4,170634436,170634437,0.111111,+
chr4,170641553,170641554,0.129032,+
chr4,170641792,170641793,0.148148,+
chr4,170643650,170643651,0.131579,+
chr4,170643897,170643898,0.1,+
chr4,170712643,170712644,0.106667,-
chr4,170712647,170712648,0.103896,-
chr4,170981805,170981806,0.135135,-
chr4,170981933,170981934,0.102564,-
chr4,170983053,170983054,0.121951,-
chr4,170985898,170985899,0.1,-
chr4,171010832,171010833,0.151515,-
chr4,171526872,171526873,0.192308,+
chr4,174242902,174242903,0.162791,+
chr4,174243190,174243191,0.148936,+
chr4,174243192,174243193,0.139535,+
chr4,174243497,174243498,0.15625,+
chr4,174244361,174244362,0.181818,+
chr4,174244650,174244651,0.130435,+
chr4,174244869,174244870,0.104167,+
chr4,174252812,174252813,0.1,-
chr4,174285213,174285214,0.1,-
chr4,174298495,174298496,0.1,+
chr4,174555302,174555303,0.100719,-
chr4,175158524,175158525,0.113636,-
chr4,175158531,175158532,0.157895,-
chr4,175158714,175158715,0.133333,-
chr4,175238897,175238898,0.121212,+
chr4,175241201,175241202,0.142857,+
chr4,177093538,177093539,0.1,+
chr4,177249365,177249366,0.137255,+
chr4,177250056,177250057,0.115942,+
chr4,177250462,177250463,0.164557,+
chr4,177250601,177250602,0.107692,+
chr4,177250635,177250636,0.1,+
chr4,177250681,177250682,0.132653,+
chr4,177250994,177250995,0.146341,+
chr4,177251599,177251600,0.128205,+
chr4,177251706,177251707,0.191919,+
chr4,177251808,177251809,0.153846,+
chr4,178283926,178283927,0.106383,+
chr4,183811337,183811338,0.16,-
chr4,183811355,183811356,0.131579,-
chr4,183811838,183811839,0.111111,-
chr4,183811968,183811969,0.116279,-
chr4,183812378,183812379,0.121951,-
chr4,183814189,183814190,0.102041,-
chr4,184366743,184366744,0.121212,+
chr4,184367891,184367892,0.1,+
chr4,184368173,184368174,0.130435,+
chr4,184368559,184368560,0.136364,+
chr4,184368603,184368604,0.16129,+
chr4,184368629,184368630,0.148148,+
chr4,184368663,184368664,0.170213,+
chr4,184368722,184368723,0.101695,+
chr4,184368724,184368725,0.206897,+
chr4,184368842,184368843,0.377778,+
chr4,184369038,184369039,0.175,+
chr4,184369144,184369145,0.297297,+
chr4,184369226,184369227,0.238095,+
chr4,184369235,184369236,0.148936,+
chr4,184369250,184369251,0.1,+
chr4,184431899,184431900,0.133333,+
chr4,184606542,184606543,0.1,+
chr4,184628026,184628027,0.111111,+
chr4,185548978,185548979,0.117647,-
chr4,185549196,185549197,0.15625,-
chr4,185616333,185616334,0.116883,-
chr4,185616427,185616428,0.169697,-
chr4,185618812,185618813,0.105882,-
chr4,185618913,185618914,0.150442,-
chr4,185621980,185621981,0.144144,-
chr4,185631281,185631282,0.103093,-
chr4,185634134,185634135,0.142857,-
chr4,185650150,185650151,0.162791,-
chr4,185676910,185676911,0.135135,-
chr4,185676951,185676952,0.121212,-
chr4,185677041,185677042,0.166667,-
chr4,185677240,185677241,0.1,-
chr4,185677248,185677249,0.15625,-
chr4,185683605,185683606,0.1,-
chr4,186068318,186068319,0.131579,+
chr4,186068332,186068333,0.163636,+
chr4,186068364,186068365,0.127273,+
chr4,186068389,186068390,0.107143,+
chr4,186082238,186082239,0.102564,-
chr4,186082309,186082310,0.16129,-
chr4,186082887,186082888,0.121212,-
chr4,186082961,186082962,0.184211,-
chr4,186096974,186096975,0.102564,-
chr4,186112030,186112031,0.111111,-
chr4,186284598,186284599,0.142857,+
chr4,186284671,186284672,0.125,+
chr4,186284685,186284686,0.113636,+
chr4,186284700,186284701,0.117647,+
chr4,186284836,186284837,0.176471,+
chr4,186329529,186329530,0.133333,-
chr4,187509100,187509101,0.136364,-
chr4,187509515,187509516,0.133333,-
chr4,187509617,187509618,0.104167,-
chr4,187509737,187509738,0.102041,-
chr4,187509868,187509869,0.195652,-
chr4,187510189,187510190,0.105263,-
chr4,187510273,187510274,0.142857,-
chr4,187517967,187517968,0.133333,-
chr4,187521359,187521360,0.122449,-
chr4,187524548,187524549,0.142857,-
chr4,187524593,187524594,0.117647,-
chr4,187532591,187532592,0.1,-
chr4,187539013,187539014,0.105263,-
chr4,187539477,187539478,0.146341,-
chr4,187540090,187540091,0.181818,-
chr4,187540189,187540190,0.1,-
chr4,189660726,189660727,0.153846,+
chr4,190395622,190395623,0.101167,+
chr4,190964277,190964278,0.108696,+
chr5,205047,205048,0.121212,-
chr5,205278,205279,0.110092,-
chr5,205408,205409,0.19403,-
chr5,314756,314757,0.131579,+
chr5,314799,314800,0.192982,+
chr5,314831,314832,0.135593,+
chr5,314988,314989,0.2125,+
chr5,314992,314993,0.157895,+
chr5,314994,314995,0.123288,+
chr5,315059,315060,0.212389,+
chr5,454064,454065,0.102564,+
chr5,462120,462121,0.160714,+
chr5,471227,471228,0.122449,-
chr5,471807,471808,0.166667,-
chr5,472149,472150,0.125,-
chr5,472913,472914,0.1,-
chr5,864530,864531,0.263158,-
chr5,904324,904325,0.10084,+
chr5,917327,917328,0.125874,+
chr5,917409,917410,0.113208,+
chr5,917724,917725,0.234568,+
chr5,917756,917757,0.253012,+
chr5,917767,917768,0.129412,+
chr5,917816,917817,0.111111,+
chr5,917923,917924,0.120968,+
chr5,1051199,1051200,0.181818,-
chr5,1051647,1051648,0.15,-
chr5,1317949,1317950,0.155556,-
chr5,1318012,1318013,0.139073,-
chr5,1318092,1318093,0.109677,-
chr5,1318103,1318104,0.150685,-
chr5,1318196,1318197,0.142857,-
chr5,1318225,1318226,0.172414,-
chr5,1318282,1318283,0.125,-
chr5,1318335,1318336,0.121622,-
chr5,1318355,1318356,0.167568,-
chr5,1318361,1318362,0.107955,-
chr5,1318401,1318402,0.125,-
chr5,1318450,1318451,0.116279,-
chr5,1318486,1318487,0.194175,-
chr5,1318537,1318538,0.106918,-
chr5,1320744,1320745,0.123377,-
chr5,1321756,1321757,0.133333,-
chr5,1341955,1341956,0.105263,-
chr5,1462122,1462123,0.104294,-
chr5,1462154,1462155,0.156716,-
chr5,1462202,1462203,0.165217,-
chr5,1462243,1462244,0.1125,-
chr5,1462888,1462889,0.116279,-
chr5,1462996,1462997,0.132653,-
chr5,1463178,1463179,0.287879,-
chr5,1463181,1463182,0.107692,-
chr5,1798536,1798537,0.204082,-
chr5,1798568,1798569,0.156627,-
chr5,1798655,1798656,0.166667,-
chr5,1798693,1798694,0.104938,-
chr5,1798708,1798709,0.190476,-
chr5,1798716,1798717,0.104839,-
chr5,1798776,1798777,0.11236,-
chr5,1814510,1814511,0.10917,+
chr5,5441300,5441301,0.121212,+
chr5,5457543,5457544,0.166667,+
chr5,5457605,5457606,0.114286,+
chr5,5460759,5460760,0.125,+
chr5,5460884,5460885,0.142857,+
chr5,5460899,5460900,0.139535,+
chr5,5461029,5461030,0.108696,+
chr5,5461137,5461138,0.1,+
chr5,5461164,5461165,0.152174,+
chr5,5461321,5461322,0.116667,+
chr5,5461425,5461426,0.138889,+
chr5,5461443,5461444,0.131579,+
chr5,5461540,5461541,0.119048,+
chr5,5461658,5461659,0.2,+
chr5,5462040,5462041,0.15,+
chr5,5462292,5462293,0.116279,+
chr5,5462729,5462730,0.25641,+
chr5,5462830,5462831,0.102941,+
chr5,5462904,5462905,0.130435,+
chr5,5463019,5463020,0.111111,+
chr5,5463671,5463672,0.109589,+
chr5,5464388,5464389,0.123288,+
chr5,5466514,5466515,0.111111,+
chr5,5476124,5476125,0.105263,+
chr5,5486924,5486925,0.109091,+
chr5,5489478,5489479,0.101449,+
chr5,5489707,5489708,0.1,+
chr5,5489791,5489792,0.131148,+
chr5,5489807,5489808,0.109091,+
chr5,5490102,5490103,0.141176,+
chr5,6372068,6372069,0.136364,-
chr5,6372203,6372204,0.170732,-
chr5,6372206,6372207,0.103448,-
chr5,6372253,6372254,0.104478,-
chr5,6377294,6377295,0.134021,-
chr5,6599461,6599462,0.192308,-
chr5,6599566,6599567,0.133333,-
chr5,6599747,6599748,0.27027,-
chr5,6652062,6652063,0.1,+
chr5,6743900,6743901,0.131579,+
chr5,6746418,6746419,0.117647,+
chr5,6755596,6755597,0.194444,+
chr5,6755912,6755913,0.134146,+
chr5,6755931,6755932,0.175258,+
chr5,6756271,6756272,0.113636,+
chr5,6756336,6756337,0.113208,+
chr5,6756847,6756848,0.253333,+
chr5,6756857,6756858,0.142857,+
chr5,6756944,6756945,0.12963,+
chr5,7859615,7859616,0.128205,-
chr5,7866057,7866058,0.1,-
chr5,7867441,7867442,0.129032,-
chr5,7878411,7878412,0.116279,+
chr5,7892901,7892902,0.136364,+
chr5,7900208,7900209,0.146667,+
chr5,7900217,7900218,0.25,+
chr5,7900233,7900234,0.1,+
chr5,7900363,7900364,0.158537,+
chr5,7900525,7900526,0.111111,+
chr5,7900740,7900741,0.135135,+
chr5,7900928,7900929,0.121212,+
chr5,7901025,7901026,0.15625,+
chr5,7901086,7901087,0.173913,+
chr5,7901090,7901091,0.106383,+
chr5,8460125,8460126,0.193548,+
chr5,10256208,10256209,0.120155,+
chr5,10261723,10261724,0.111588,+
chr5,10264864,10264865,0.174847,+
chr5,10264898,10264899,0.140127,+
chr5,10264953,10264954,0.12,+
chr5,10265033,10265034,0.103064,+
chr5,10265165,10265166,0.133333,+
chr5,10280413,10280414,0.222222,-
chr5,10280438,10280439,0.111111,-
chr5,10280479,10280480,0.146341,-
chr5,10433981,10433982,0.112676,+
chr5,10434046,10434047,0.12766,+
chr5,10435201,10435202,0.205128,+
chr5,10435709,10435710,0.130435,+
chr5,10436187,10436188,0.117647,+
chr5,10436692,10436693,0.138462,+
chr5,10436710,10436711,0.149254,+
chr5,10436890,10436891,0.104478,+
chr5,10436998,10436999,0.12963,+
chr5,10679573,10679574,0.149533,-
chr5,10680031,10680032,0.198718,-
chr5,10680457,10680458,0.164835,-
chr5,10681008,10681009,0.191304,-
chr5,14293211,14293212,0.16129,+
chr5,14390391,14390392,0.129032,+
chr5,14508422,14508423,0.107143,+
chr5,14508602,14508603,0.118644,+
chr5,14508723,14508724,0.146341,+
chr5,14509396,14509397,0.117647,+
chr5,14601535,14601536,0.135135,+
chr5,14608943,14608944,0.129032,+
chr5,14610620,14610621,0.121951,+
chr5,14610677,14610678,0.1875,+
chr5,14610726,14610727,0.135135,+
chr5,14640603,14640604,0.135135,-
chr5,14652325,14652326,0.154762,-
chr5,14710278,14710279,0.105263,-
chr5,14710383,14710384,0.142857,-
chr5,14710717,14710718,0.137255,-
chr5,14711080,14711081,0.157895,-
chr5,14751270,14751271,0.118644,-
chr5,14769192,14769193,0.22,-
chr5,16463605,16463606,0.117647,-
chr5,16665995,16665996,0.16129,-
chr5,18163140,18163141,0.162791,+
chr5,21882859,21882860,0.223684,+
chr5,21883317,21883318,0.181818,+
chr5,21883657,21883658,0.124294,+
chr5,21884062,21884063,0.123077,+
chr5,27472608,27472609,0.121212,+
chr5,27486109,27486110,0.117647,+
chr5,27487521,27487522,0.114286,+
chr5,27496393,27496394,0.111111,+
chr5,27496404,27496405,0.166667,+
chr5,31054338,31054339,0.219512,+
chr5,31401453,31401454,0.126437,-
chr5,31401491,31401492,0.10989,-
chr5,31493330,31493331,0.120879,-
chr5,31534456,31534457,0.135135,+
chr5,31553052,31553053,0.12766,+
chr5,31553077,31553078,0.166667,+
chr5,31553426,31553427,0.12766,+
chr5,31554285,31554286,0.104167,+
chr5,31554711,31554712,0.215686,+
chr5,31554716,31554717,0.288462,+
chr5,31554883,31554884,0.142857,+
chr5,32124943,32124944,0.170213,-
chr5,32125031,32125032,0.164179,-
chr5,32125096,32125097,0.133333,-
chr5,32125940,32125941,0.125,-
chr5,32126163,32126164,0.106383,-
chr5,32126261,32126262,0.103448,-
chr5,32126620,32126621,0.1,-
chr5,32126694,32126695,0.15,-
chr5,32222422,32222423,0.107527,+
chr5,32230104,32230105,0.1,-
chr5,32230198,32230199,0.114286,-
chr5,32230306,32230307,0.114286,-
chr5,32354882,32354883,0.162791,-
chr5,32354918,32354919,0.115385,-
chr5,32355033,32355034,0.153846,-
chr5,32355564,32355565,0.171429,-
chr5,32355608,32355609,0.132353,-
chr5,32385731,32385732,0.132353,-
chr5,32387662,32387663,0.12,-
chr5,32388731,32388732,0.102041,-
chr5,32388736,32388737,0.136095,-
chr5,32388762,32388763,0.117647,-
chr5,32403487,32403488,0.1,-
chr5,32404177,32404178,0.12069,-
chr5,32601162,32601163,0.125,+
chr5,32601387,32601388,0.151515,+
chr5,32601667,32601668,0.113636,+
chr5,33162417,33162418,0.103343,+
chr5,33162466,33162467,0.102941,+
chr5,33162502,33162503,0.198507,+
chr5,33162533,33162534,0.170213,+
chr5,33162562,33162563,0.167785,+
chr5,33453476,33453477,0.133803,+
chr5,33455789,33455790,0.107383,+
chr5,33458697,33458698,0.208054,+
chr5,33458738,33458739,0.115152,+
chr5,33458751,33458752,0.158273,+
chr5,33461334,33461335,0.117647,+
chr5,33461347,33461348,0.128571,+
chr5,33462286,33462287,0.128205,+
chr5,33467036,33467037,0.101852,+
chr5,33467062,33467063,0.113636,+
chr5,33467709,33467710,0.130435,+
chr5,34823422,34823423,0.280702,+
chr5,34824171,34824172,0.21875,+
chr5,34831689,34831690,0.204545,+
chr5,34831710,34831711,0.108696,+
chr5,34831799,34831800,0.125,+
chr5,34831911,34831912,0.131148,+
chr5,34832150,34832151,0.13,+
chr5,34832251,34832252,0.1,+
chr5,34832611,34832612,0.148148,+
chr5,34906912,34906913,0.128205,-
chr5,34907055,34907056,0.235294,-
chr5,34907194,34907195,0.222222,-
chr5,34907756,34907757,0.133333,-
chr5,34908102,34908103,0.115385,-
chr5,34908542,34908543,0.166667,-
chr5,34908801,34908802,0.1,-
chr5,34908931,34908932,0.181818,-
chr5,34908977,34908978,0.12766,-
chr5,34918534,34918535,0.105263,+
chr5,34922826,34922827,0.1,+
chr5,34925680,34925681,0.11811,+
chr5,34933995,34933996,0.116279,+
chr5,34939043,34939044,0.193548,+
chr5,34954676,34954677,0.125,+
chr5,34954804,34954805,0.161616,+
chr5,34954812,34954813,0.104762,+
chr5,34954923,34954924,0.135135,+
chr5,34955107,34955108,0.14,+
chr5,36100033,36100034,0.166667,-
chr5,36170460,36170461,0.105263,+
chr5,36170476,36170477,0.119403,+
chr5,36182730,36182731,0.135593,+
chr5,36183267,36183268,0.109589,+
chr5,36183690,36183691,0.121212,+
chr5,36184047,36184048,0.108696,+
chr5,36184085,36184086,0.119048,+
chr5,36193195,36193196,0.125,-
chr5,36194268,36194269,0.119048,-
chr5,36194790,36194791,0.133333,-
chr5,36195256,36195257,0.125,-
chr5,36686643,36686644,0.108108,+
chr5,36686761,36686762,0.166667,+
chr5,36688060,36688061,0.139535,+
chr5,36688188,36688189,0.121212,+
chr5,36958247,36958248,0.108108,+
chr5,36962299,36962300,0.1,+
chr5,36986068,36986069,0.114286,+
chr5,37000532,37000533,0.153846,+
chr5,37006516,37006517,0.108696,+
chr5,37006586,37006587,0.151515,+
chr5,37014806,37014807,0.171429,+
chr5,37048737,37048738,0.104167,+
chr5,37085399,37085400,0.119718,+
chr5,37085432,37085433,0.145161,+
chr5,37289942,37289943,0.153846,-
chr5,37292080,37292081,0.108108,-
chr5,37294530,37294531,0.209524,-
chr5,37294543,37294544,0.108434,-
chr5,37352862,37352863,0.138889,-
chr5,37701191,37701192,0.106383,+
chr5,38939705,38939706,0.1,-
chr5,40761437,40761438,0.119048,-
chr5,40761743,40761744,0.15,-
chr5,40825553,40825554,0.192982,-
chr5,40826429,40826430,0.115385,-
chr5,40827052,40827053,0.140625,-
chr5,40827143,40827144,0.106796,-
chr5,40827421,40827422,0.1,-
chr5,40827603,40827604,0.118421,-
chr5,40827632,40827633,0.123596,-
chr5,40827694,40827695,0.123288,-
chr5,40827743,40827744,0.222222,-
chr5,40828013,40828014,0.113821,-
chr5,40828403,40828404,0.113636,-
chr5,40832498,40832499,0.115385,-
chr5,40832572,40832573,0.107843,-
chr5,40832587,40832588,0.10962,-
chr5,40832598,40832599,0.101594,-
chr5,40834324,40834325,0.103912,-
chr5,40834340,40834341,0.136555,-
chr5,40834613,40834614,0.10303,-
chr5,41917505,41917506,0.140625,+
chr5,41917507,41917508,0.109375,+
chr5,41918581,41918582,0.129032,+
chr5,41920891,41920892,0.142857,+
chr5,41941428,41941429,0.133333,+
chr5,43161946,43161947,0.111111,+
chr5,43174851,43174852,0.104167,+
chr5,43175379,43175380,0.111111,+
chr5,43175939,43175940,0.177778,+
chr5,43175962,43175963,0.176471,+
chr5,43176320,43176321,0.111111,+
chr5,43289688,43289689,0.126437,-
chr5,43290842,43290843,0.174603,-
chr5,43291044,43291045,0.111111,-
chr5,43486926,43486927,0.111111,-
chr5,43487159,43487160,0.151515,-
chr5,43487176,43487177,0.133333,-
chr5,43506382,43506383,0.1,-
chr5,43527418,43527419,0.177215,-
chr5,43547941,43547942,0.133333,-
chr5,43588224,43588225,0.162393,-
chr5,43616158,43616159,0.111111,+
chr5,43705099,43705100,0.12963,+
chr5,43705270,43705271,0.116279,+
chr5,43705448,43705449,0.117647,+
chr5,44815122,44815123,0.12037,+
chr5,44815377,44815378,0.108696,+
chr5,49694795,49694796,0.129032,-
chr5,49694835,49694836,0.111111,-
chr5,50689651,50689652,0.121212,+
chr5,50690035,50690036,0.205128,+
chr5,50690190,50690191,0.117647,+
chr5,52393920,52393921,0.25,-
chr5,52394083,52394084,0.158621,-
chr5,52394307,52394308,0.114286,-
chr5,52394373,52394374,0.149254,-
chr5,52394427,52394428,0.14,-
chr5,52394437,52394438,0.125,-
chr5,52394461,52394462,0.125,-
chr5,52396271,52396272,0.125,-
chr5,52397238,52397239,0.24,-
chr5,53814732,53814733,0.102564,+
chr5,53841534,53841535,0.1,+
chr5,54456850,54456851,0.133333,+
chr5,54460062,54460063,0.152174,+
chr5,54460358,54460359,0.164179,+
chr5,54460627,54460628,0.131579,+
chr5,54460638,54460639,0.222222,+
chr5,54461061,54461062,0.105263,+
chr5,54462080,54462081,0.105263,+
chr5,54462114,54462115,0.157895,+
chr5,54462426,54462427,0.105263,+
chr5,54557295,54557296,0.125,-
chr5,54563042,54563043,0.12766,-
chr5,54563045,54563046,0.128205,-
chr5,54565246,54565247,0.166667,-
chr5,54567935,54567936,0.163636,-
chr5,54572191,54572192,0.102041,-
chr5,54594464,54594465,0.125,-
chr5,54637528,54637529,0.105263,+
chr5,54646833,54646834,0.246914,+
chr5,54696083,54696084,0.105263,+
chr5,54701309,54701310,0.133333,+
chr5,54720658,54720659,0.141509,+
chr5,54720830,54720831,0.113636,-
chr5,54826275,54826276,0.112903,-
chr5,54922249,54922250,0.1,-
chr5,55234563,55234564,0.111111,-
chr5,55236885,55236886,0.1,-
chr5,55236888,55236889,0.193548,-
chr5,55240835,55240836,0.115942,+
chr5,55800716,55800717,0.118565,-
chr5,55800718,55800719,0.118087,-
chr5,56215786,56215787,0.111111,-
chr5,56216245,56216246,0.105263,-
chr5,56216802,56216803,0.25,-
chr5,56216956,56216957,0.133333,-
chr5,56216966,56216967,0.111111,-
chr5,56217099,56217100,0.125,-
chr5,56217629,56217630,0.225806,-
chr5,56219332,56219333,0.102041,-
chr5,56219783,56219784,0.1,-
chr5,56471611,56471612,0.114286,+
chr5,56471704,56471705,0.183673,+
chr5,56471763,56471764,0.176471,+
chr5,56471793,56471794,0.194805,+
chr5,56472028,56472029,0.135417,+
chr5,56472162,56472163,0.111111,+
chr5,56472183,56472184,0.103896,+
chr5,56526715,56526716,0.112903,+
chr5,56527064,56527065,0.1,+
chr5,56542186,56542187,0.150794,+
chr5,56557068,56557069,0.116129,+
chr5,56558566,56558567,0.226415,+
chr5,56558569,56558570,0.135802,+
chr5,56558627,56558628,0.11215,+
chr5,56558841,56558842,0.184211,+
chr5,56559114,56559115,0.138462,+
chr5,56559213,56559214,0.122449,+
chr5,56559276,56559277,0.103448,+
chr5,56559310,56559311,0.111111,+
chr5,56559342,56559343,0.111111,+
chr5,56559346,56559347,0.132075,+
chr5,56559365,56559366,0.102041,+
chr5,56614460,56614461,0.118182,-
chr5,59755238,59755239,0.142857,-
chr5,59899282,59899283,0.1,-
chr5,60217947,60217948,0.166667,-
chr5,60217964,60217965,0.1,-
chr5,60369006,60369007,0.104167,+
chr5,60448821,60448822,0.157303,+
chr5,60454830,60454831,0.160714,-
chr5,60454859,60454860,0.128205,-
chr5,60455131,60455132,0.15625,-
chr5,60455238,60455239,0.116667,-
chr5,60455366,60455367,0.111111,-
chr5,60455474,60455475,0.121212,-
chr5,60455705,60455706,0.121951,-
chr5,60455787,60455788,0.11,-
chr5,60839809,60839810,0.1,+
chr5,60839953,60839954,0.102564,+
chr5,60841032,60841033,0.116279,+
chr5,60841342,60841343,0.151515,+
chr5,60841576,60841577,0.119048,+
chr5,61681433,61681434,0.1,+
chr5,61681625,61681626,0.130435,+
chr5,61681641,61681642,0.129032,+
chr5,61682403,61682404,0.125,+
chr5,61683320,61683321,0.105263,+
chr5,61683447,61683448,0.117647,+
chr5,61683814,61683815,0.108108,+
chr5,61684443,61684444,0.189189,+
chr5,61684473,61684474,0.133333,+
chr5,61684665,61684666,0.166667,+
chr5,61684729,61684730,0.142857,-
chr5,61847100,61847101,0.1,+
chr5,61923577,61923578,0.178571,+
chr5,61923616,61923617,0.181818,+
chr5,61923641,61923642,0.12766,+
chr5,61923690,61923691,0.114286,+
chr5,61923836,61923837,0.108108,+
chr5,61923930,61923931,0.107143,+
chr5,61924131,61924132,0.357143,+
chr5,61924207,61924208,0.125,+
chr5,64014622,64014623,0.128205,-
chr5,64015714,64015715,0.111111,-
chr5,64016295,64016296,0.1,-
chr5,64016678,64016679,0.106383,-
chr5,64016801,64016802,0.129032,-
chr5,64016918,64016919,0.2,-
chr5,64017103,64017104,0.166667,-
chr5,64019288,64019289,0.166667,-
chr5,64019598,64019599,0.114286,-
chr5,64019651,64019652,0.25,-
chr5,64020035,64020036,0.163043,-
chr5,64020209,64020210,0.1,-
chr5,64064964,64064965,0.25,+
chr5,64081340,64081341,0.1,+
chr5,64314171,64314172,0.113208,+
chr5,64314204,64314205,0.155844,+
chr5,64314220,64314221,0.104478,+
chr5,64314333,64314334,0.125,+
chr5,64314339,64314340,0.111111,+
chr5,64780506,64780507,0.1,-
chr5,64872762,64872763,0.12,+
chr5,64881970,64881971,0.1,+
chr5,64883119,64883120,0.1125,+
